id,yn
10,0
106,0
165,0
85,0
293,0
64,0
27,0
35,0
39,0
266,1
204,0
135,1
308,0
108,0
179,0
238,0
24,0
106,0
17,0
118,0
155,1
182,0
229,1
105,1
205,1
223,1
37,0
136,0
6,1
278,0
39,1
174,1
145,0
124,1
108,0
138,0
213,0
183,1
140,0
315,0
219,1
260,0
74,0
175,1
317,0
1,1
206,1
244,0
77,0
117,0
61,0
17,0
76,0
294,0
57,0
197,0
107,0
126,1
43,0
257,1
36,0
146,1
36,1
240,1
190,0
216,0
335,1
138,0
63,0
20,0
130,0
108,0
49,0
140,1
199,0
293,0
28,0
11,0
4,0
200,0
282,0
122,0
302,0
287,0
83,1
290,0
28,0
210,0
288,0
234,1
254,0
67,0
224,0
168,0
64,0
12,0
47,0
308,1
86,0
173,0
142,0
270,0
275,0
144,0
304,0
81,0
292,0
14,0
201,0
209,0
228,0
133,0
240,0
184,0
124,0
197,0
159,0
200,0
225,0
59,0
267,0
19,0
208,0
32,0
21,0
235,0
127,1
124,0
163,0
284,0
293,0
319,0
258,0
129,0
307,0
31,1
41,0
48,1
69,0
259,0
211,0
213,0
287,1
295,0
95,0
161,0
246,1
40,0
50,1
307,0
102,0
289,0
203,0
330,0
126,0
262,0
18,0
71,0
287,1
217,0
261,0
96,0
51,0
161,0
314,1
52,0
200,0
103,0
8,0
198,0
298,0
292,0
53,0
56,0
72,1
147,1
24,1
212,0
316,1
167,1
207,0
80,0
181,0
91,0
100,0
161,0
208,1
185,0
269,0
143,0
101,0
311,0
1,0
291,0
104,0
125,0
109,0
294,0
153,0
224,1
110,0
280,0
306,1
111,0
25,0
113,0
11,1
112,0
180,0
114,1
64,0
214,1
156,0
279,0
232,0
290,0
305,0
320,0
287,0
332,0
19,0
115,0
107,0
116,0
119,1
293,0
120,0
308,0
334,0
249,0
241,0
72,0
152,1
128,0
121,0
331,0
123,0
131,0
45,0
202,0
336,0
132,0
172,1
166,0
134,0
318,1
148,1
183,0
137,0
215,0
271,0
218,0
139,0
162,1
226,0
287,0
158,0
195,0
51,0
263,0
79,0
227,0
141,0
164,0
149,0
223,0
150,0
106,0
220,0
158,1
151,0
154,1
157,0
333,0
233,0
160,0
169,0
11,0
170,0
255,1
211,1
171,1
264,0
181,0
176,0
54,0
177,0
296,0
255,0
164,1
309,0
5,0
178,0
322,0
171,0
256,1
236,1
133,0
194,1
189,1
186,0
179,0
187,0
276,0
311,0
24,0
188,0
191,0
97,0
192,0
115,1
193,1
274,1
196,0
300,0
82,0
230,0
91,0
221,0
219,0
222,0
231,0
310,0
285,0
286,0
237,0
312,0
25,0
