id,yn
1349,0
1457,0
1528,0
113,0
1753,0
1406,0
1741,0
378,0
487,0
920,0
1693,0
1395,0
2136,1
2072,1
1599,0
686,0
584,0
1698,0
1107,0
559,0
2079,0
2115,0
1980,0
2164,0
379,0
10,0
1827,0
1950,0
620,0
722,0
93,0
2020,0
1328,0
258,1
1879,0
867,1
417,1
6,0
2137,1
1548,0
1183,0
1831,0
377,0
241,0
858,0
990,0
137,0
953,0
966,0
845,0
1885,0
1908,0
238,0
1424,0
298,0
1528,0
608,0
1047,0
1157,0
80,1
125,0
150,0
1186,0
1299,0
1131,1
734,1
579,0
955,0
995,0
1462,0
282,0
1560,0
288,1
1473,0
1444,0
924,0
56,0
2021,0
515,0
334,0
1280,0
1560,1
1777,1
1826,1
2146,0
1755,0
1544,0
1097,0
1859,0
382,0
692,0
49,0
1692,0
108,0
1873,0
1939,0
597,1
866,0
1794,0
574,0
1759,0
960,0
1776,1
1359,0
1591,0
415,0
1268,0
536,0
800,0
1912,0
1010,0
552,0
1661,0
1526,0
313,0
784,0
928,0
1361,1
11,0
433,0
1857,0
566,0
983,0
171,0
1561,0
533,0
2026,0
1863,0
1200,0
312,1
898,0
1004,0
16,0
1564,0
6,0
2014,0
1271,0
2064,0
1693,0
249,0
801,0
1703,0
1149,0
1085,0
1730,0
1938,0
1124,0
1925,0
848,0
886,0
482,0
375,0
1145,0
1501,0
207,0
242,0
364,0
132,0
663,0
86,0
1358,0
1232,0
1058,0
1399,0
641,0
1554,0
1078,0
1514,0
934,1
513,0
339,0
1785,0
1885,0
1813,0
24,0
502,0
1716,0
2005,0
159,1
1060,0
1030,1
842,0
1248,0
523,1
92,0
735,0
1543,0
2154,0
461,0
1843,0
866,0
1786,0
83,0
1537,0
61,0
365,0
1470,0
386,0
447,0
1219,0
256,1
1619,0
1095,0
800,0
2085,0
1855,0
465,0
1211,0
271,0
1459,0
218,0
945,1
1417,1
1820,1
310,0
875,0
879,0
443,0
632,0
1543,0
1853,1
1305,0
456,0
418,0
1738,0
1229,0
85,0
81,0
325,0
240,0
293,0
1128,0
1417,0
1022,1
1784,1
1656,0
1398,0
1829,0
294,0
1035,0
1756,0
300,0
1298,0
1578,0
2007,0
1640,0
2029,0
1432,0
1325,0
630,0
1830,0
593,0
177,0
699,0
1613,0
343,0
1962,0
308,0
1132,0
540,1
1562,0
1116,0
615,1
1242,0
58,0
903,0
224,0
2169,0
2006,0
1734,0
1690,1
2154,0
1811,0
708,0
1220,0
780,0
623,0
302,1
2045,0
13,0
1431,0
1294,0
782,1
1481,1
1977,0
25,0
2158,0
1564,0
756,0
954,0
1021,0
1754,0
825,0
835,1
1414,0
1560,0
539,0
1259,1
777,0
163,0
1729,0
1571,0
292,1
208,0
434,0
502,0
2165,0
732,0
2166,0
1622,0
979,0
360,0
254,0
1195,0
2029,0
1845,0
1463,0
712,1
1899,0
2088,0
987,0
300,0
1534,0
1930,1
1574,0
291,0
2084,0
511,0
2092,0
677,0
2176,0
1261,0
1339,0
564,1
1735,0
461,0
1865,1
1987,0
1433,0
1951,0
692,0
647,0
2148,0
1327,0
1871,0
619,0
89,0
654,0
660,0
1350,0
740,1
408,0
1406,0
2065,0
592,1
1158,1
1682,0
630,0
2142,0
1222,0
84,0
1669,0
476,1
1040,0
1677,0
197,0
695,0
432,0
96,0
705,0
2110,0
240,0
580,0
1343,0
2054,0
1783,0
595,0
2104,0
1883,0
1955,0
1588,0
2093,0
110,0
1394,0
1636,0
1166,0
276,0
1759,0
2018,0
1561,0
135,0
832,0
2114,0
821,0
2025,0
674,0
2121,0
2133,0
1140,0
567,0
802,0
724,0
228,0
810,0
1488,0
741,0
337,0
2174,0
626,0
1630,0
266,0
1009,0
322,0
1951,0
382,0
1767,0
1246,0
1016,1
2072,0
1205,0
2097,0
517,0
660,0
914,0
1232,0
1810,0
126,0
238,0
480,0
1005,0
1650,0
89,0
244,0
1494,0
900,0
220,0
1124,0
344,0
558,0
864,0
1209,0
816,0
1057,0
2055,0
2175,0
100,1
924,0
1608,0
1528,0
529,0
1615,0
202,0
1672,0
1664,0
1857,0
9,0
1475,0
337,0
281,0
138,0
1914,0
1547,0
1169,0
433,0
1179,0
414,0
967,0
833,0
1255,1
654,0
1450,0
152,0
1780,0
26,0
720,0
1841,0
1265,0
1092,1
537,0
1191,0
9,0
676,0
691,0
787,0
965,0
982,0
627,0
1222,0
481,0
333,0
1084,0
594,0
834,1
1344,0
1373,1
448,0
949,0
1655,0
1012,0
921,0
249,0
2109,0
1352,0
163,0
257,0
1848,0
680,0
345,0
1877,0
2121,0
217,0
575,0
510,0
1390,0
1383,0
702,0
743,0
1312,0
901,0
791,0
557,0
1849,0
1146,0
560,0
1683,0
703,0
882,0
1023,1
326,0
1518,0
1261,1
1759,0
1900,0
226,0
911,0
380,0
841,0
1966,0
1935,0
689,0
1878,0
904,0
646,0
1250,0
2033,0
1491,0
1369,0
997,0
485,0
836,0
564,0
564,0
1658,0
323,0
188,0
1918,1
2175,1
1142,0
710,0
726,0
766,0
1717,0
1166,0
1848,0
1546,0
134,0
803,0
1360,1
384,0
124,0
694,0
1263,0
1796,1
1824,0
1039,0
221,0
981,0
1203,1
606,1
1728,0
681,0
435,0
542,0
504,0
1947,0
794,0
1656,0
1543,0
1400,0
2149,0
1692,0
2150,0
1583,0
195,0
1323,0
93,1
1706,1
1190,1
1426,0
1810,0
1453,0
1788,0
355,0
35,1
442,0
2125,0
1572,0
1605,0
2033,0
328,0
592,0
757,0
1896,0
1864,0
724,0
375,0
532,1
381,0
604,0
555,0
555,0
1727,0
1790,0
229,0
1786,0
1058,0
48,0
996,0
709,0
1909,0
74,0
101,0
386,0
821,0
374,0
1858,0
2070,1
1197,1
1834,0
143,0
1839,0
295,0
261,0
1327,0
778,0
1955,1
178,0
1111,1
1260,1
1775,0
1133,0
1390,0
2053,0
1825,0
1515,1
1000,1
2126,0
1376,0
193,0
1704,1
106,0
733,0
329,0
1107,0
279,0
668,0
102,0
838,1
1136,1
1886,0
905,0
1636,0
1374,0
124,0
245,0
633,0
1530,0
855,1
2093,0
1701,0
1255,1
1314,0
1097,0
1836,0
950,0
844,0
1642,0
1506,0
1218,0
354,1
2049,0
1928,0
143,0
1779,0
573,0
167,0
1465,0
989,0
1396,1
1659,0
951,0
327,0
998,0
64,0
1114,0
1519,0
702,1
688,0
1943,0
778,0
1760,0
316,0
364,0
1330,1
